,movie_id,user_id,user_rating,user_gender,user_zip_code,user_occupation_text,bucketized_user_age
15593,418,452,4.0,1,28018,administrator,35.0
15594,475,246,4.0,1,28734,student,18.0
15595,257,192,4.0,1,90840,educator,35.0
15596,647,889,2.0,1,78704,technician,18.0
15597,378,707,3.0,0,19146,librarian,56.0
15598,85,407,4.0,1,03261,engineer,25.0
15599,997,22,1.0,1,40206,writer,25.0
15600,272,784,4.0,1,91040,administrator,45.0
15601,345,286,4.0,1,15217,student,25.0
15602,1244,291,4.0,1,44106,student,18.0
15603,52,269,4.0,0,43201,librarian,25.0
15604,316,383,5.0,1,75204,administrator,35.0
15605,242,2,5.0,0,94043,other,50.0
15606,656,498,3.0,1,55408,writer,25.0
15607,1009,614,3.0,1,80227,educator,50.0
15608,866,552,3.0,1,68147,other,45.0
15609,538,782,4.0,0,33205,artist,18.0
15610,158,790,2.0,1,80913,technician,25.0
15611,124,430,5.0,1,98199,scientist,35.0
15612,1013,880,3.0,1,83702,student,1.0
15613,451,406,2.0,1,93109,educator,50.0
15614,96,14,4.0,1,55106,scientist,45.0
15615,204,535,5.0,0,80302,educator,45.0
15616,946,268,3.0,1,19422,engineer,18.0
15617,210,654,5.0,0,78739,student,25.0
15618,568,25,4.0,1,55107,engineer,35.0
15619,9,64,4.0,1,43202,educator,25.0
15620,692,378,4.0,1,02859,student,35.0
15621,62,766,3.0,1,10960,other,35.0
15622,735,870,3.0,1,65203,student,18.0
15623,526,727,4.0,1,78741,student,25.0
15624,980,561,3.0,1,60005,engineer,18.0
15625,195,785,4.0,1,23322,engineer,25.0
15626,137,156,4.0,1,08360,educator,25.0
15627,370,504,3.0,0,92115,writer,35.0
15628,41,174,1.0,0,52302,administrator,25.0
15629,185,877,4.0,1,77504,other,25.0
15630,629,437,3.0,0,20009,other,25.0
15631,77,455,4.0,1,83709,administrator,45.0
15632,222,292,3.0,0,94703,programmer,35.0
15633,240,773,2.0,1,55414,student,18.0
15634,231,886,2.0,1,61820,student,18.0
15635,1033,582,2.0,1,93003,student,1.0
15636,187,556,5.0,0,30606,educator,35.0
15637,529,269,5.0,0,43201,librarian,25.0
15638,328,111,4.0,1,90630,engineer,56.0
15639,1074,886,2.0,1,61820,student,18.0
15640,405,15,2.0,0,97301,educator,45.0
15641,692,892,4.0,1,45243,other,35.0
15642,135,379,4.0,1,98117,programmer,35.0
15643,385,373,3.0,0,55116,other,18.0
15644,1197,455,4.0,1,83709,administrator,45.0
15645,96,592,5.0,1,97520,student,18.0
15646,219,291,4.0,1,44106,student,18.0
15647,428,690,1.0,1,63304,salesman,35.0
15648,393,655,2.0,0,60657,healthcare,50.0
15649,834,82,1.0,1,22902,programmer,50.0
15650,506,312,4.0,1,02110,other,45.0
15651,405,84,3.0,1,55369,executive,25.0
15652,276,274,4.0,0,55414,student,18.0
15653,332,732,5.0,0,98405,other,25.0
15654,675,766,3.0,1,10960,other,35.0
15655,166,499,5.0,1,75006,programmer,35.0
15656,203,313,5.0,1,60035,marketing,35.0
15657,1093,769,3.0,1,06927,executive,35.0
15658,176,328,5.0,1,06779,administrator,50.0
15659,97,588,2.0,0,93063,student,18.0
15660,315,296,5.0,0,16803,administrator,35.0
15661,328,750,4.0,1,32303,administrator,25.0
15662,64,331,4.0,1,91344,entertainment,25.0
15663,273,150,4.0,0,02139,artist,18.0
15664,1018,896,3.0,1,91505,writer,25.0
15665,101,437,3.0,0,20009,other,25.0
15666,477,770,4.0,1,14216,student,25.0
15667,475,658,4.0,1,92626,programmer,25.0
15668,100,438,4.0,0,43204,administrator,50.0
15669,315,428,5.0,1,55414,student,25.0
15670,211,387,4.0,1,37412,entertainment,25.0
15671,660,73,4.0,1,41850,student,18.0
15672,159,892,4.0,1,45243,other,35.0
15673,742,895,4.0,0,32301,librarian,25.0
15674,1085,181,1.0,1,21218,executive,25.0
15675,258,898,3.0,1,61755,homemaker,18.0
15676,568,466,3.0,1,90804,student,18.0
15677,508,59,5.0,1,08403,educator,45.0
15678,477,289,2.0,1,94619,none,1.0
15679,377,405,1.0,0,10019,healthcare,18.0
15680,63,450,4.0,0,11758,educator,35.0
15681,742,396,4.0,1,94551,engineer,56.0
15682,302,222,3.0,1,27502,programmer,25.0
15683,111,763,2.0,1,02113,scientist,25.0
15684,121,83,4.0,1,44133,other,35.0
15685,659,454,2.0,1,97330,other,56.0
15686,629,758,4.0,1,53706,student,25.0
15687,432,846,3.0,1,47130,lawyer,25.0
15688,248,429,5.0,1,29205,student,25.0
15689,177,543,4.0,1,95123,scientist,25.0
15690,825,851,4.0,1,29646,other,18.0
15691,215,933,3.0,1,48105,student,25.0
15692,169,329,4.0,1,01720,educator,45.0
15693,681,802,4.0,1,34105,administrator,35.0
15694,1024,707,5.0,0,19146,librarian,56.0
15695,246,268,5.0,1,19422,engineer,18.0
15696,412,722,2.0,0,17331,homemaker,50.0
15697,372,919,3.0,1,14216,other,25.0
15698,659,308,3.0,1,95076,retired,56.0
15699,476,711,4.0,0,15203,student,18.0
15700,386,102,2.0,1,30220,programmer,35.0
15701,290,747,3.0,1,93612,other,18.0
15702,227,453,3.0,1,06333,student,18.0
15703,1387,782,3.0,0,33205,artist,18.0
15704,174,437,5.0,0,20009,other,25.0
15705,271,304,4.0,0,71701,student,18.0
15706,235,586,3.0,1,79508,student,18.0
15707,432,822,3.0,0,53144,librarian,25.0
15708,128,297,4.0,0,98103,educator,25.0
15709,1302,157,5.0,1,70808,engineer,56.0
15710,344,13,2.0,1,29206,educator,45.0
15711,475,69,3.0,1,55337,engineer,18.0
15712,211,271,5.0,1,22932,engineer,50.0
15713,890,130,4.0,1,60115,none,18.0
15714,436,890,3.0,1,97301,student,25.0
15715,568,109,5.0,1,55423,other,25.0
15716,246,919,3.0,1,14216,other,25.0
15717,70,429,4.0,1,29205,student,25.0
15718,188,327,5.0,1,11101,student,18.0
15719,307,47,4.0,1,07102,marketing,50.0
15720,480,566,4.0,1,14627,student,18.0
15721,772,259,4.0,1,48823,student,18.0
15722,589,553,5.0,1,62901,educator,56.0
15723,300,345,3.0,0,94143,librarian,25.0
15724,393,196,4.0,1,55105,writer,45.0
15725,523,528,4.0,1,55104,student,18.0
15726,483,933,4.0,1,48105,student,25.0
15727,732,244,1.0,1,80525,technician,25.0
15728,7,255,2.0,1,07029,entertainment,18.0
15729,162,269,3.0,0,43201,librarian,25.0
15730,546,560,2.0,1,10003,student,25.0
15731,484,503,4.0,0,27514,writer,50.0
15732,232,711,3.0,0,15203,student,18.0
15733,216,655,4.0,0,60657,healthcare,50.0
15734,199,194,4.0,1,02154,administrator,35.0
15735,303,393,4.0,1,83686,student,18.0
15736,42,58,4.0,1,52246,programmer,25.0
15737,121,13,5.0,1,29206,educator,45.0
15738,518,6,3.0,1,98101,executive,35.0
15739,196,867,3.0,1,92507,scientist,18.0
15740,310,324,4.0,0,02176,student,18.0
15741,1462,894,3.0,1,74075,educator,45.0
15742,295,344,3.0,0,94117,librarian,25.0
15743,637,21,4.0,1,30068,writer,25.0
15744,866,599,2.0,0,R3T5K,student,18.0
15745,70,102,3.0,1,30220,programmer,35.0
15746,806,916,4.0,1,N2L5N,engineer,25.0
15747,963,144,4.0,1,20910,programmer,50.0
15748,451,622,4.0,1,14850,programmer,25.0
15749,168,13,4.0,1,29206,educator,45.0
15750,216,42,5.0,1,17870,administrator,25.0
15751,235,591,3.0,0,92093,librarian,56.0
15752,105,1,2.0,1,85711,technician,18.0
15753,508,728,4.0,1,94306,executive,56.0
15754,518,342,3.0,0,98006,other,25.0
15755,575,881,2.0,1,43017,marketing,35.0
15756,258,277,4.0,0,55406,administrator,35.0
15757,577,378,2.0,1,02859,student,35.0
15758,588,881,3.0,1,43017,marketing,35.0
15759,494,60,4.0,1,06472,healthcare,50.0
15760,237,563,5.0,0,32707,librarian,35.0
15761,1090,183,2.0,1,27708,scientist,25.0
15762,323,59,4.0,1,08403,educator,45.0
15763,514,208,4.0,1,01720,engineer,35.0
15764,436,94,5.0,1,71457,student,25.0
15765,516,409,4.0,1,98225,administrator,45.0
15766,301,509,2.0,1,10011,administrator,18.0
15767,239,122,4.0,0,22206,writer,25.0
15768,199,409,4.0,1,98225,administrator,45.0
15769,28,308,3.0,1,95076,retired,56.0
15770,300,767,4.0,1,00000,engineer,56.0
15771,864,844,3.0,1,95662,engineer,18.0
15772,182,96,4.0,0,75206,artist,25.0
15773,286,625,4.0,1,20723,programmer,25.0
15774,208,588,3.0,0,93063,student,18.0
15775,715,201,4.0,1,E2A4H,writer,25.0
15776,300,87,3.0,1,89503,administrator,45.0
15777,110,83,4.0,1,44133,other,35.0
15778,166,608,3.0,1,10003,other,18.0
15779,85,747,3.0,1,93612,other,18.0
15780,523,495,5.0,1,03052,engineer,25.0
15781,497,354,4.0,0,48197,librarian,25.0
15782,642,315,5.0,1,18301,educator,25.0
15783,722,497,3.0,1,50112,student,18.0
15784,518,455,4.0,1,83709,administrator,45.0
15785,91,429,3.0,1,29205,student,25.0
15786,498,867,4.0,1,92507,scientist,18.0
15787,151,859,2.0,0,06492,other,18.0
15788,1662,762,1.0,1,95050,administrator,25.0
15789,692,887,5.0,0,27249,student,1.0
15790,550,881,3.0,1,43017,marketing,35.0
15791,301,134,2.0,1,80236,programmer,25.0
15792,121,893,4.0,1,95823,student,25.0
15793,456,880,3.0,1,83702,student,1.0
15794,862,279,5.0,1,85251,programmer,25.0
15795,864,181,2.0,1,21218,executive,25.0
15796,245,925,3.0,0,49036,salesman,18.0
15797,114,249,5.0,1,84103,student,25.0
15798,8,58,4.0,1,52246,programmer,25.0
15799,181,756,4.0,0,90247,none,25.0
15800,288,251,4.0,1,85032,doctor,25.0
15801,179,886,2.0,1,61820,student,18.0
15802,628,936,1.0,1,32789,other,18.0
15803,180,664,4.0,1,94115,engineer,25.0
15804,383,756,3.0,0,90247,none,25.0
15805,302,39,5.0,1,01040,entertainment,35.0
15806,98,604,2.0,1,11787,educator,35.0
15807,284,629,4.0,0,44224,other,45.0
15808,50,943,4.0,1,77841,student,18.0
15809,308,466,1.0,1,90804,student,18.0
15810,1066,405,1.0,0,10019,healthcare,18.0
15811,383,450,2.0,0,11758,educator,35.0
15812,294,400,3.0,0,78213,administrator,25.0
15813,496,924,5.0,1,11753,other,25.0
15814,315,860,3.0,0,48322,retired,56.0
15815,147,72,5.0,0,73034,administrator,45.0
15816,412,94,2.0,1,71457,student,25.0
15817,632,13,3.0,1,29206,educator,45.0
15818,28,504,4.0,0,92115,writer,35.0
15819,294,461,3.0,1,98102,student,1.0
15820,1089,68,1.0,1,22904,student,18.0
15821,323,663,2.0,1,19341,other,25.0
15822,426,927,4.0,1,55428,programmer,18.0
15823,504,694,3.0,1,06365,programmer,56.0
15824,491,194,3.0,1,02154,administrator,35.0
15825,225,620,3.0,0,81648,writer,18.0
15826,152,269,4.0,0,43201,librarian,25.0
15827,416,280,5.0,0,22903,librarian,25.0
15828,505,6,4.0,1,98101,executive,35.0
15829,23,919,3.0,1,14216,other,25.0
15830,640,276,4.0,1,95064,student,18.0
15831,162,747,5.0,1,93612,other,18.0
15832,83,543,4.0,1,95123,scientist,25.0
15833,663,189,3.0,1,95014,artist,25.0
15834,346,201,4.0,1,E2A4H,writer,25.0
15835,22,232,3.0,1,99709,scientist,45.0
15836,294,630,4.0,0,55408,healthcare,25.0
15837,462,307,4.0,1,55454,student,25.0
15838,403,883,5.0,1,50266,librarian,45.0
15839,210,747,4.0,1,93612,other,18.0
15840,795,620,4.0,0,81648,writer,18.0
15841,216,394,3.0,1,96819,administrator,25.0
15842,228,881,3.0,1,43017,marketing,35.0
15843,66,481,3.0,1,37771,retired,56.0
15844,742,162,4.0,1,15610,artist,25.0
15845,546,442,3.0,1,85282,student,18.0
15846,302,26,5.0,1,21044,engineer,45.0
15847,1410,194,2.0,1,02154,administrator,35.0
15848,717,872,4.0,0,74078,student,18.0
15849,313,920,5.0,0,90008,artist,25.0
15850,121,854,1.0,0,55408,student,25.0
15851,343,384,3.0,1,45218,programmer,50.0
15852,286,102,3.0,1,30220,programmer,35.0
15853,953,210,3.0,1,03060,engineer,35.0
15854,483,269,4.0,0,43201,librarian,25.0
15855,684,880,4.0,1,83702,student,1.0
15856,410,252,5.0,1,07733,engineer,35.0
15857,483,734,4.0,0,63108,other,25.0
15858,465,840,4.0,1,55406,artist,35.0
15859,573,524,4.0,1,02159,educator,56.0
15860,470,151,3.0,0,48103,administrator,35.0
15861,748,200,3.0,1,93402,programmer,35.0
15862,465,128,4.0,0,20009,marketing,18.0
15863,138,798,3.0,0,64131,writer,35.0
15864,245,634,3.0,1,T8H1N,engineer,35.0
15865,133,12,4.0,0,06405,other,25.0
15866,1003,234,2.0,1,94702,retired,56.0
15867,690,451,4.0,1,48446,student,1.0
15868,571,7,3.0,1,91344,administrator,56.0
15869,135,82,3.0,1,22902,programmer,50.0
15870,89,479,4.0,1,55409,educator,25.0
15871,178,535,4.0,0,80302,educator,45.0
15872,663,889,3.0,1,78704,technician,18.0
15873,153,292,4.0,0,94703,programmer,35.0
15874,423,577,4.0,0,77845,student,35.0
15875,183,59,5.0,1,08403,educator,45.0
15876,748,466,2.0,1,90804,student,18.0
15877,270,354,5.0,0,48197,librarian,25.0
15878,664,499,3.0,1,75006,programmer,35.0
15879,124,277,3.0,0,55406,administrator,35.0
15880,642,218,3.0,1,06513,administrator,35.0
15881,597,144,4.0,1,20910,programmer,50.0
15882,168,785,4.0,1,23322,engineer,25.0
15883,216,89,5.0,0,68106,administrator,35.0
15884,475,506,1.0,1,03869,programmer,45.0
15885,286,710,4.0,1,92020,student,18.0
15886,129,227,5.0,1,60659,executive,45.0
15887,188,271,2.0,1,22932,engineer,50.0
15888,204,180,3.0,0,60202,administrator,18.0
15889,552,268,2.0,1,19422,engineer,18.0
15890,1673,835,3.0,0,11577,executive,35.0
15891,168,263,5.0,1,55346,programmer,35.0
15892,269,378,4.0,1,02859,student,35.0
15893,273,916,3.0,1,N2L5N,engineer,25.0
15894,177,648,5.0,1,91351,engineer,35.0
15895,462,848,5.0,1,02146,engineer,45.0
15896,325,900,1.0,1,18505,retired,56.0
15897,10,886,3.0,1,61820,student,18.0
15898,250,497,3.0,1,50112,student,18.0
15899,294,466,3.0,1,90804,student,18.0
15900,265,545,4.0,1,08052,technician,25.0
15901,780,336,3.0,1,42101,salesman,18.0
15902,763,92,3.0,1,80525,entertainment,25.0
15903,1083,291,3.0,1,44106,student,18.0
15904,30,932,4.0,1,06437,educator,56.0
15905,449,483,3.0,1,43212,scientist,25.0
15906,182,804,4.0,1,61820,educator,35.0
15907,257,847,3.0,1,55417,student,25.0
15908,577,102,3.0,1,30220,programmer,35.0
15909,726,311,3.0,1,73071,technician,25.0
15910,187,796,5.0,0,33755,writer,25.0
15911,1527,511,4.0,1,21250,student,18.0
15912,470,495,5.0,1,03052,engineer,25.0
15913,228,303,4.0,1,14853,student,18.0
15914,393,345,3.0,0,94143,librarian,25.0
15915,158,843,2.0,1,44212,librarian,35.0
15916,491,932,5.0,1,06437,educator,56.0
15917,895,724,4.0,1,40243,executive,25.0
15918,15,234,3.0,1,94702,retired,56.0
15919,588,57,4.0,1,84010,none,1.0
15920,934,684,3.0,1,55414,student,25.0
15921,823,94,3.0,1,71457,student,25.0
15922,465,766,3.0,1,10960,other,35.0
15923,1468,880,4.0,1,83702,student,1.0
15924,121,936,4.0,1,32789,other,18.0
15925,1511,782,2.0,0,33205,artist,18.0
15926,282,710,2.0,1,92020,student,18.0
15927,750,193,4.0,1,49931,student,25.0
15928,122,500,3.0,1,94305,administrator,25.0
15929,288,34,2.0,0,42141,administrator,35.0
15930,514,58,5.0,1,52246,programmer,25.0
15931,305,696,4.0,1,94920,other,50.0
15932,455,394,4.0,1,96819,administrator,25.0
15933,125,889,4.0,1,78704,technician,18.0
15934,55,102,3.0,1,30220,programmer,35.0
15935,99,82,4.0,1,22902,programmer,50.0
15936,305,327,5.0,1,11101,student,18.0
15937,892,145,2.0,1,V3N4P,entertainment,25.0
15938,1143,782,2.0,0,33205,artist,18.0
15939,153,478,3.0,1,10019,other,25.0
15940,318,586,3.0,1,79508,student,18.0
15941,1158,655,3.0,0,60657,healthcare,50.0
15942,333,209,2.0,0,85710,educator,25.0
15943,195,394,5.0,1,96819,administrator,25.0
15944,161,184,2.0,1,76013,librarian,35.0
15945,197,382,4.0,1,01824,engineer,45.0
15946,823,201,3.0,1,E2A4H,writer,25.0
15947,288,894,3.0,1,74075,educator,45.0
15948,193,862,4.0,1,13820,executive,25.0
15949,678,33,4.0,1,27510,student,18.0
15950,101,222,4.0,1,27502,programmer,25.0
15951,515,278,5.0,0,30033,librarian,35.0
15952,651,533,4.0,1,02324,librarian,35.0
15953,307,431,3.0,1,92629,marketing,18.0
15954,1315,936,3.0,1,32789,other,18.0
15955,1,614,5.0,1,80227,educator,50.0
15956,205,387,5.0,1,37412,entertainment,25.0
15957,127,157,5.0,1,70808,engineer,56.0
15958,121,498,2.0,1,55408,writer,25.0
15959,32,458,4.0,1,Y1A6B,technician,45.0
15960,1133,416,4.0,0,92626,student,18.0
15961,1,21,5.0,1,30068,writer,25.0
15962,217,757,3.0,1,55104,student,25.0
15963,1185,749,4.0,1,80919,other,25.0
15964,7,566,4.0,1,14627,student,18.0
15965,48,292,5.0,0,94703,programmer,35.0
15966,407,577,4.0,0,77845,student,35.0
15967,572,442,3.0,1,85282,student,18.0
15968,234,268,4.0,1,19422,engineer,18.0
15969,660,82,5.0,1,22902,programmer,50.0
15970,1284,872,3.0,0,74078,student,18.0
15971,958,828,5.0,1,85282,librarian,25.0
15972,315,863,5.0,1,60089,student,1.0
15973,74,1,1.0,1,85711,technician,18.0
15974,427,128,5.0,0,20009,marketing,18.0
15975,739,659,4.0,1,54248,educator,25.0
15976,755,660,2.0,1,77380,student,25.0
15977,531,360,4.0,1,98027,other,50.0
15978,467,862,4.0,1,13820,executive,25.0
15979,77,442,3.0,1,85282,student,18.0
15980,546,299,3.0,1,63108,doctor,25.0
15981,684,151,3.0,0,48103,administrator,35.0
15982,298,198,1.0,0,55414,student,18.0
15983,98,10,4.0,1,90703,lawyer,50.0
15984,210,605,3.0,1,33716,engineer,25.0
15985,62,506,3.0,1,03869,programmer,45.0
15986,173,524,4.0,1,02159,educator,56.0
15987,491,211,3.0,1,32605,salesman,56.0
15988,521,244,4.0,1,80525,technician,25.0
15989,180,468,5.0,1,02341,engineer,25.0
15990,705,201,3.0,1,E2A4H,writer,25.0
15991,281,504,4.0,0,92115,writer,35.0
15992,87,87,4.0,1,89503,administrator,45.0
15993,480,698,2.0,0,06906,programmer,25.0
15994,100,339,5.0,1,37901,lawyer,35.0
15995,382,763,5.0,1,02113,scientist,25.0
15996,218,711,4.0,0,15203,student,18.0
15997,307,435,5.0,1,60007,engineer,18.0
15998,48,561,4.0,1,60005,engineer,18.0
15999,906,720,4.0,0,16506,administrator,45.0
16000,288,589,5.0,1,90034,lawyer,18.0
16001,181,185,4.0,0,97403,librarian,50.0
16002,406,49,2.0,0,76111,student,18.0
16003,688,22,1.0,1,40206,writer,25.0
16004,815,318,3.0,1,06518,retired,56.0
16005,307,90,5.0,1,78155,educator,56.0
16006,322,740,3.0,0,22206,educator,25.0
16007,129,470,3.0,1,10021,programmer,18.0
16008,181,279,3.0,1,85251,programmer,25.0
16009,603,407,4.0,1,03261,engineer,25.0
16010,530,650,4.0,1,83814,engineer,35.0
16011,427,890,5.0,1,97301,student,25.0
16012,140,731,2.0,0,70403,educator,35.0
16013,7,382,2.0,1,01824,engineer,45.0
16014,191,833,4.0,1,90019,writer,25.0
16015,761,217,4.0,1,11727,other,18.0
16016,315,263,4.0,1,55346,programmer,35.0
16017,421,456,3.0,1,31820,technician,18.0
16018,550,326,5.0,1,15235,administrator,35.0
16019,69,588,2.0,0,93063,student,18.0
16020,1312,532,4.0,1,92705,student,18.0
16021,56,850,1.0,1,78390,technician,25.0
16022,161,290,4.0,1,93550,engineer,35.0
16023,241,320,4.0,1,24060,student,18.0
16024,7,214,5.0,0,11231,librarian,25.0
16025,176,928,3.0,1,55408,student,18.0
16026,275,634,3.0,1,T8H1N,engineer,35.0
16027,50,371,4.0,1,99206,engineer,35.0
16028,181,542,4.0,1,60515,student,18.0
16029,213,119,5.0,1,67401,programmer,25.0
16030,191,592,5.0,1,97520,student,18.0
16031,110,712,5.0,0,54901,student,18.0
16032,554,326,3.0,1,15235,administrator,35.0
16033,295,936,3.0,1,32789,other,18.0
16034,952,624,3.0,1,30067,student,18.0
16035,347,100,4.0,1,90254,executive,35.0
16036,313,229,2.0,0,22903,librarian,25.0
16037,209,933,2.0,1,48105,student,25.0
16038,567,795,2.0,1,08610,programmer,25.0
16039,144,295,4.0,1,50325,educator,25.0
16040,591,487,2.0,1,92121,engineer,18.0
16041,233,280,4.0,0,22903,librarian,25.0
16042,511,833,4.0,1,90019,writer,25.0
16043,732,881,5.0,1,43017,marketing,35.0
16044,118,800,3.0,1,55337,programmer,25.0
16045,326,111,3.0,1,90630,engineer,56.0
16046,259,451,4.0,1,48446,student,1.0
16047,148,178,4.0,1,49512,other,25.0
16048,977,552,3.0,1,68147,other,45.0
16049,282,504,4.0,0,92115,writer,35.0
16050,95,734,4.0,0,63108,other,25.0
16051,408,312,4.0,1,02110,other,45.0
16052,495,716,4.0,0,44265,administrator,35.0
16053,168,382,4.0,1,01824,engineer,45.0
16054,132,378,4.0,1,02859,student,35.0
16055,64,664,4.0,1,94115,engineer,25.0
16056,216,184,4.0,1,76013,librarian,35.0
16057,288,21,3.0,1,30068,writer,25.0
16058,318,391,4.0,1,84604,student,18.0
16059,1215,183,1.0,1,27708,scientist,25.0
16060,646,745,4.0,1,55113,writer,35.0
16061,300,380,3.0,1,55117,engineer,25.0
16062,176,344,5.0,0,94117,librarian,25.0
16063,117,844,4.0,1,95662,engineer,18.0
16064,260,663,2.0,1,19341,other,25.0
16065,1016,467,4.0,1,91201,engineer,25.0
16066,752,105,3.0,1,94043,engineer,18.0
16067,270,920,3.0,0,90008,artist,25.0
16068,238,843,3.0,1,44212,librarian,35.0
16069,507,382,4.0,1,01824,engineer,45.0
16070,471,924,4.0,1,11753,other,25.0
16071,14,286,4.0,1,15217,student,25.0
16072,271,550,5.0,0,95453,student,1.0
16073,627,911,3.0,0,53210,writer,35.0
16074,234,933,3.0,1,48105,student,25.0
16075,200,58,3.0,1,52246,programmer,25.0
16076,433,49,5.0,0,76111,student,18.0
16077,238,504,3.0,0,92115,writer,35.0
16078,741,655,3.0,0,60657,healthcare,50.0
16079,344,758,3.0,1,53706,student,25.0
16080,302,367,5.0,1,37411,student,1.0
16081,216,889,4.0,1,78704,technician,18.0
16082,7,458,4.0,1,Y1A6B,technician,45.0
16083,739,174,5.0,0,52302,administrator,25.0
16084,213,885,3.0,0,95316,other,25.0
16085,805,452,4.0,1,28018,administrator,35.0
16086,98,91,5.0,1,01913,marketing,50.0
16087,181,910,1.0,1,29301,healthcare,25.0
16088,923,603,4.0,1,47905,programmer,18.0
16089,638,655,4.0,0,60657,healthcare,50.0
16090,881,86,2.0,1,46005,administrator,25.0
16091,181,525,4.0,0,19711,administrator,25.0
16092,930,500,3.0,1,94305,administrator,25.0
16093,728,393,3.0,1,83686,student,18.0
16094,127,308,4.0,1,95076,retired,56.0
16095,301,697,5.0,1,77042,other,25.0
16096,302,31,4.0,1,10003,artist,18.0
16097,496,586,3.0,1,79508,student,18.0
16098,939,458,4.0,1,Y1A6B,technician,45.0
16099,71,201,3.0,1,E2A4H,writer,25.0
16100,385,472,5.0,1,87544,student,18.0
16101,393,881,4.0,1,43017,marketing,35.0
16102,127,417,4.0,0,48103,other,25.0
16103,98,877,5.0,1,77504,other,25.0
16104,194,465,4.0,1,05001,other,25.0
16105,434,694,5.0,1,06365,programmer,56.0
16106,936,449,5.0,1,55021,librarian,18.0
16107,50,782,3.0,0,33205,artist,18.0
16108,710,437,4.0,0,20009,other,25.0
16109,145,653,2.0,1,55105,executive,25.0
16110,182,535,3.0,0,80302,educator,45.0
16111,1470,411,3.0,1,44691,educator,25.0
16112,491,537,4.0,1,22902,engineer,35.0
16113,289,365,3.0,1,20009,lawyer,25.0
16114,650,338,5.0,0,59717,librarian,35.0
16115,315,752,2.0,1,21201,retired,56.0
16116,486,488,4.0,1,21012,technician,45.0
16117,742,897,3.0,1,33484,other,25.0
16118,416,293,4.0,1,60804,writer,18.0
16119,408,864,5.0,1,63021,programmer,25.0
16120,204,638,5.0,1,01940,engineer,45.0
16121,1188,95,2.0,1,10707,administrator,25.0
16122,702,806,3.0,1,11217,marketing,25.0
16123,1225,314,3.0,0,08043,student,18.0
16124,87,749,4.0,1,80919,other,25.0
16125,1084,601,5.0,0,99687,artist,18.0
16126,919,232,3.0,1,99709,scientist,45.0
16127,623,233,3.0,1,98682,engineer,35.0
16128,649,524,4.0,1,02159,educator,56.0
16129,291,938,4.0,0,55038,technician,35.0
16130,597,497,3.0,1,50112,student,18.0
16131,151,203,4.0,0,32301,student,25.0
16132,523,452,2.0,1,28018,administrator,35.0
16133,64,83,5.0,1,44133,other,35.0
16134,461,524,3.0,1,02159,educator,56.0
16135,294,303,4.0,1,14853,student,18.0
16136,401,892,3.0,1,45243,other,35.0
16137,632,694,4.0,1,06365,programmer,56.0
16138,252,496,2.0,0,55414,student,18.0
16139,427,269,5.0,0,43201,librarian,25.0
16140,929,416,4.0,0,92626,student,18.0
16141,480,328,3.0,1,06779,administrator,50.0
16142,176,115,5.0,1,17110,engineer,25.0
16143,118,438,4.0,0,43204,administrator,50.0
16144,559,711,3.0,0,15203,student,18.0
16145,523,901,4.0,1,L1V3W,executive,35.0
16146,298,486,3.0,1,93101,educator,35.0
16147,658,682,4.0,1,55128,programmer,18.0
16148,486,659,4.0,1,54248,educator,25.0
16149,124,158,4.0,1,27606,educator,50.0
16150,50,367,5.0,1,37411,student,1.0
16151,190,543,5.0,1,95123,scientist,25.0
16152,172,661,5.0,1,98121,programmer,25.0
16153,931,833,4.0,1,90019,writer,25.0
16154,460,634,3.0,1,T8H1N,engineer,35.0
16155,423,867,3.0,1,92507,scientist,18.0
16156,70,561,4.0,1,60005,engineer,18.0
16157,435,846,5.0,1,47130,lawyer,25.0
16158,546,303,2.0,1,14853,student,18.0
16159,55,201,4.0,1,E2A4H,writer,25.0
16160,209,312,3.0,1,02110,other,45.0
16161,815,334,3.0,1,30002,librarian,25.0
16162,20,354,5.0,0,48197,librarian,25.0
16163,706,10,4.0,1,90703,lawyer,50.0
16164,283,62,4.0,0,97214,administrator,25.0
16165,260,450,2.0,0,11758,educator,35.0
16166,462,236,4.0,0,53214,writer,35.0
16167,614,13,4.0,1,29206,educator,45.0
16168,679,276,3.0,1,95064,student,18.0
16169,388,5,2.0,0,15213,other,25.0
16170,652,493,5.0,1,60090,engineer,18.0
16171,234,588,5.0,0,93063,student,18.0
16172,174,256,4.0,0,39042,none,35.0
16173,412,919,2.0,1,14216,other,25.0
16174,156,655,2.0,0,60657,healthcare,50.0
16175,300,494,5.0,0,49428,administrator,35.0
16176,411,164,2.0,1,80123,healthcare,45.0
16177,550,618,3.0,0,44212,student,1.0
16178,517,883,4.0,1,50266,librarian,45.0
16179,503,807,3.0,0,93555,healthcare,35.0
16180,269,926,5.0,1,01701,entertainment,45.0
16181,288,826,3.0,1,77048,artist,25.0
16182,488,239,5.0,1,95628,artist,35.0
16183,117,363,5.0,1,87501,student,18.0
16184,1385,181,1.0,1,21218,executive,25.0
16185,100,265,5.0,1,84601,executive,25.0
16186,790,326,1.0,1,15235,administrator,35.0
16187,8,187,5.0,1,16801,educator,25.0
16188,479,479,4.0,1,55409,educator,25.0
16189,427,870,4.0,1,65203,student,18.0
16190,25,270,5.0,0,63119,student,18.0
